"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    빈 검색어로 검색 시 '검색 결과가 없습니다' 메시지 확인 테스트
    ","3270","빈 검색어로 검색 시 '검색 결과가 없습니다' 메시지 확인 테스트","src.tests.ui","Tue Jan 06 16:10:46 UTC 2026","passed","Tue Jan 06 16:10:50 UTC 2026","","test_blank_search","",""
"
    **목적:** 특수문자를 포함한 검색어에 대한 적절한 처리 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 특수문자가 포함된 검색어 입력
    3. 검색 실행
    4. 에러 없이 검색이 완료되는지 확인

    **예상 결과:** 에러 없이 검색이 수행되며, 결과가 있거나 ""결과 없음"" 메시지 표시
    ","1718","특수문자 검색 처리","src.tests.ui","Tue Jan 06 16:12:35 UTC 2026","passed","Tue Jan 06 16:12:37 UTC 2026","TestSearch","test_ui_search","",""
"
    **목적:** 유효한 검색어로 검색 시 적절한 검색 결과가 표시되는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 검색창에 검색어 입력 (예: ""사과"")
    3. 검색 버튼 클릭
    4. 검색 결과 확인

    **예상 결과:** 검색어와 관련된 상품이 1개 이상 표시됨
    ","3307","정상적인 검색어로 상품 검색","src.tests.ui","Tue Jan 06 16:12:04 UTC 2026","passed","Tue Jan 06 16:12:07 UTC 2026","TestSearch","test_ui_search","",""
"특정 영화의 상세 정보에서 장르 포함 여부 테스트","20","영화 ID 550의 장르 포함 여부 테스트","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_movie_genre_inclusion","",""
"
    **목적:** 특수문자를 포함한 검색어에 대한 적절한 처리 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 특수문자가 포함된 검색어 입력
    3. 검색 실행
    4. 에러 없이 검색이 완료되는지 확인

    **예상 결과:** 에러 없이 검색이 수행되며, 결과가 있거나 ""결과 없음"" 메시지 표시
    ","1613","특수문자 검색 처리","src.tests.ui","Tue Jan 06 16:12:33 UTC 2026","passed","Tue Jan 06 16:12:35 UTC 2026","TestSearch","test_ui_search","",""
"
    **목적:** 유효한 검색어로 검색 시 적절한 검색 결과가 표시되는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 검색창에 검색어 입력 (예: ""사과"")
    3. 검색 버튼 클릭
    4. 검색 결과 확인

    **예상 결과:** 검색어와 관련된 상품이 1개 이상 표시됨
    ","3426","정상적인 검색어로 상품 검색","src.tests.ui","Tue Jan 06 16:12:11 UTC 2026","passed","Tue Jan 06 16:12:15 UTC 2026","TestSearch","test_ui_search","",""
"","97","SLA 응답 시간 테스트 - 2초 미만","src.tests.api","Tue Jan 06 16:10:27 UTC 2026","passed","Tue Jan 06 16:10:27 UTC 2026","","test_api_sla","",""
"
    **목적:** 아이디나 비밀번호를 입력하지 않고 로그인 시도 시 적절한 처리가 되는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 로그인 버튼 클릭
    3. 아이디와 비밀번호를 입력하지 않음
    4. 로그인 버튼 클릭
    5. 에러 메시지 또는 유효성 검사 메시지 표시 확인
    ","3654","빈 계정 정보로 로그인 실패 테스트","src.tests.ui","Tue Jan 06 16:11:50 UTC 2026","broken","Tue Jan 06 16:11:54 UTC 2026","TestLogin","test_ui_login","",""
"
    검색 결과에서 모든 정렬 옵션이 정상 동작하는지 확인

    테스트 시나리오:
        1. 마켓컬리 메인 페이지 접속
        2. 특정 키워드('과자')로 검색       
        3. 정렬 옵션 선택 (추천순/신상품순/낮은가격순/높은가격순)
        4. 정렬이 올바르게 적용되었는지 확인

    Args:
        driver: WebDriver fixture
        sort_type: 테스트할 정렬 타입
            - recommend: 추천순
            - new: 신상품순
            - low_price: 낮은 가격순
            - high_price: 높은 가격순

    Expected:
        선택한 정렬 옵션에 따라 상품 목록이 올바르게 정렬됨
    ","6875","정렬 옵션 테스트: recommend","src.tests.ui","Tue Jan 06 16:12:39 UTC 2026","passed","Tue Jan 06 16:12:46 UTC 2026","","test_ui_sort_button","",""
"","13","영화 ID 550의 개봉일 일관성 테스트","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_movie_release_date_consistency","",""
"여러 상품을 장바구니에 담고 모두 장바구니에 있는지 확인","9096","여러 상품을 장바구니에 담기","src.tests.ui","Tue Jan 06 16:10:50 UTC 2026","broken","Tue Jan 06 16:11:00 UTC 2026","TestCartManagement","test_cart_management","",""
"
    **목적:** 존재하지 않는 상품명으로 검색 시 '결과 없음' 메시지가 표시되는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 검색창에 존재하지 않는 상품명 입력
    3. 검색 버튼 클릭
    4. ""검색 결과가 없습니다"" 메시지 확인

    **예상 결과:** 검색 결과가 없다는 메시지가 표시됨
    ","6274","존재하지 않는 상품명으로 검색","src.tests.ui","Tue Jan 06 16:12:17 UTC 2026","passed","Tue Jan 06 16:12:23 UTC 2026","TestSearch","test_ui_search","",""
"
    검색 결과에서 모든 정렬 옵션이 정상 동작하는지 확인

    테스트 시나리오:
        1. 마켓컬리 메인 페이지 접속
        2. 특정 키워드('과자')로 검색       
        3. 정렬 옵션 선택 (추천순/신상품순/낮은가격순/높은가격순)
        4. 정렬이 올바르게 적용되었는지 확인

    Args:
        driver: WebDriver fixture
        sort_type: 테스트할 정렬 타입
            - recommend: 추천순
            - new: 신상품순
            - low_price: 낮은 가격순
            - high_price: 높은 가격순

    Expected:
        선택한 정렬 옵션에 따라 상품 목록이 올바르게 정렬됨
    ","5716","정렬 옵션 테스트: new","src.tests.ui","Tue Jan 06 16:12:46 UTC 2026","passed","Tue Jan 06 16:12:52 UTC 2026","","test_ui_sort_button","",""
"","18","영화 ID 603의 개봉일 일관성 테스트","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_movie_release_date_consistency","",""
"","17","인기 영화 목록 조회 - 200 응답 확인","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_popular_movie","",""
"페이지 번호가 0 이하일 때 에러 응답을 반환하는지 검증","20","잘못된 페이지 번호 - 0 이하","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","TestMoviePagination","test_movie_pagination","",""
"
    검색 결과에서 모든 정렬 옵션이 정상 동작하는지 확인

    테스트 시나리오:
        1. 마켓컬리 메인 페이지 접속
        2. 특정 키워드('과자')로 검색       
        3. 정렬 옵션 선택 (추천순/신상품순/낮은가격순/높은가격순)
        4. 정렬이 올바르게 적용되었는지 확인

    Args:
        driver: WebDriver fixture
        sort_type: 테스트할 정렬 타입
            - recommend: 추천순
            - new: 신상품순
            - low_price: 낮은 가격순
            - high_price: 높은 가격순

    Expected:
        선택한 정렬 옵션에 따라 상품 목록이 올바르게 정렬됨
    ","5447","정렬 옵션 테스트: low_price","src.tests.ui","Tue Jan 06 16:12:52 UTC 2026","passed","Tue Jan 06 16:12:57 UTC 2026","","test_ui_sort_button","",""
"
    **목적:** 로그인부터 장바구니 담기까지 전체 플로우가 정상 동작하는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 로그인
    3. 상품 검색 ('과자')
    4. 상품 선택 및 장바구니 추가
    5. 수량 조절
    6. 장바구니 담기
    7. 장바구니 페이지로 이동

    **예상 결과:** 전체 플로우가 성공적으로 완료됨
    ","11591","로그인 후 상품 추가 및 장바구니 확인","src.tests.ui","Tue Jan 06 16:11:33 UTC 2026","broken","Tue Jan 06 16:11:44 UTC 2026","TestGoodAddFlow","test_ui_goods_add_flow","",""
"
    **목적:** 유효한 검색어로 검색 시 적절한 검색 결과가 표시되는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 검색창에 검색어 입력 (예: ""사과"")
    3. 검색 버튼 클릭
    4. 검색 결과 확인

    **예상 결과:** 검색어와 관련된 상품이 1개 이상 표시됨
    ","4320","정상적인 검색어로 상품 검색","src.tests.ui","Tue Jan 06 16:12:07 UTC 2026","passed","Tue Jan 06 16:12:11 UTC 2026","TestSearch","test_ui_search","",""
"특정 영화의 상세 정보에서 장르 포함 여부 테스트","13","영화 ID 603의 장르 포함 여부 테스트","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_movie_genre_inclusion","",""
"
    **목적:** 로그인 페이지의 모든 필수 요소가 올바르게 표시되는지 확인

    **확인 항목:**
    - 아이디 입력 필드
    - 비밀번호 입력 필드
    - 로그인 버튼
    ","1848","로그인 페이지 요소 표시 확인","src.tests.ui","Tue Jan 06 16:11:54 UTC 2026","passed","Tue Jan 06 16:11:55 UTC 2026","TestLogin","test_ui_login","",""
"페이지 번호가 500 초과일 때 에러 응답을 반환하는지 검증","69","범위 초과 페이지 번호","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","TestMoviePagination","test_movie_pagination","",""
"특정 영화 상세 정보 API 테스트","22","유효한 movie_id에 대한 상세 정보 조회 테스트","src.tests.api","Tue Jan 06 16:10:27 UTC 2026","passed","Tue Jan 06 16:10:27 UTC 2026","","test_movie_details","",""
"
    검색 결과에서 모든 정렬 옵션이 정상 동작하는지 확인

    테스트 시나리오:
        1. 마켓컬리 메인 페이지 접속
        2. 특정 키워드('과자')로 검색       
        3. 정렬 옵션 선택 (추천순/신상품순/낮은가격순/높은가격순)
        4. 정렬이 올바르게 적용되었는지 확인

    Args:
        driver: WebDriver fixture
        sort_type: 테스트할 정렬 타입
            - recommend: 추천순
            - new: 신상품순
            - low_price: 낮은 가격순
            - high_price: 높은 가격순

    Expected:
        선택한 정렬 옵션에 따라 상품 목록이 올바르게 정렬됨
    ","6152","정렬 옵션 테스트: high_price","src.tests.ui","Tue Jan 06 16:12:57 UTC 2026","passed","Tue Jan 06 16:13:03 UTC 2026","","test_ui_sort_button","",""
"","23","영화 검색 기능이 잘 동작 하는지 확인","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_search_movie","",""
"","69","3페이지 최고 평점 영화 목록 일관성 테스트","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_top_rated_movie_consistency","",""
"
    빈 검색어로 검색 시 '검색 결과가 없습니다' 메시지 확인 테스트
    ","5504","빈 검색어로 검색 시 '검색 결과가 없습니다' 메시지 확인 테스트","src.tests.ui","Tue Jan 06 16:11:07 UTC 2026","passed","Tue Jan 06 16:11:13 UTC 2026","","test_invalid_search","",""
"영화 목록의 첫 번째 페이지를 조회하여 정상 동작을 확인합니다.","12","페이지 1 조회 - 기본 페이지네이션","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","TestMoviePagination","test_movie_pagination","",""
"
    상품을 장바구니에 추가하는 전체 플로우 테스트
    Steps:
        1. 상품 검색
        2. 세 번째 상품의 추가 버튼 클릭
        3. 수량 2회 증가
        4. 수량 2회 감소
        5. 장바구니에 담기
    ","10372","상품을 장바구니에 추가하는 전체 플로우 테스트","src.tests.ui","Tue Jan 06 16:10:35 UTC 2026","broken","Tue Jan 06 16:10:46 UTC 2026","","test_add_goods_to_cart","",""
"
    **목적:** 특수문자를 포함한 검색어에 대한 적절한 처리 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 특수문자가 포함된 검색어 입력
    3. 검색 실행
    4. 에러 없이 검색이 완료되는지 확인

    **예상 결과:** 에러 없이 검색이 수행되며, 결과가 있거나 ""결과 없음"" 메시지 표시
    ","1771","특수문자 검색 처리","src.tests.ui","Tue Jan 06 16:12:37 UTC 2026","passed","Tue Jan 06 16:12:38 UTC 2026","TestSearch","test_ui_search","",""
"특정 영화 상세 정보 API 테스트","26","유효한 movie_id에 대한 상세 정보 조회 테스트","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_movie_details","",""
"
    **목적:** 존재하지 않는 상품명으로 검색 시 '결과 없음' 메시지가 표시되는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 검색창에 존재하지 않는 상품명 입력
    3. 검색 버튼 클릭
    4. ""검색 결과가 없습니다"" 메시지 확인

    **예상 결과:** 검색 결과가 없다는 메시지가 표시됨
    ","4281","존재하지 않는 상품명으로 검색","src.tests.ui","Tue Jan 06 16:12:23 UTC 2026","passed","Tue Jan 06 16:12:27 UTC 2026","TestSearch","test_ui_search","",""
"장바구니에 담긴 상품을 삭제하고 개수가 줄어드는지 확인","6793","장바구니에서 상품 삭제","src.tests.ui","Tue Jan 06 16:11:00 UTC 2026","broken","Tue Jan 06 16:11:06 UTC 2026","TestCartManagement","test_cart_management","",""
"
    **목적:** 상품 검색 → 수량 조절 → 장바구니 담기 플로우가 정상 동작하는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. '과자' 검색
    3. 세 번째 상품의 장바구니 추가 버튼 클릭
    4. 수량 올리기 (2회)
    5. 수량 내리기 (2회)
    6. 장바구니 담기 버튼 클릭
    7. 검색 결과 확인

    **예상 결과:** 상품이 장바구니에 정상적으로 담김
    ","9434","상품 검색 후 장바구니 추가 테스트","src.tests.ui","Tue Jan 06 16:11:13 UTC 2026","broken","Tue Jan 06 16:11:23 UTC 2026","TestAddGoods","test_ui_add_goods","",""
"
    **목적:** 존재하지 않는 상품명으로 검색 시 '결과 없음' 메시지가 표시되는지 확인

    **테스트 단계:**
    1. 마켓컬리 메인 페이지 접속
    2. 검색창에 존재하지 않는 상품명 입력
    3. 검색 버튼 클릭
    4. ""검색 결과가 없습니다"" 메시지 확인

    **예상 결과:** 검색 결과가 없다는 메시지가 표시됨
    ","2046","존재하지 않는 상품명으로 검색","src.tests.ui","Tue Jan 06 16:12:27 UTC 2026","passed","Tue Jan 06 16:12:29 UTC 2026","TestSearch","test_ui_search","",""
"","14","영화 ID 157336의 개봉일 일관성 테스트","src.tests.api","Tue Jan 06 16:10:28 UTC 2026","passed","Tue Jan 06 16:10:28 UTC 2026","","test_movie_release_date_consistency","",""
